Comment,Designator,Footprint,LCSC Part #
1n 50V,C1,0402-CAP,
BZT52C3V6S-7-F,D1,SOD-323,
10K 1%,R1 R2 R3,0402-RES,
10n 50V,C3 C4,0402-CAP,
10uF 25V,C11,0805,
15u,L1,0805,
X1G0054410320,Y1,OSC_TG2016SMN_50.0000M-ECGNNMB,
100n 16V,C5 C6 C7 C8 C9 C10,0402-CAP,
470n 16V,C2 C13 C17,0402-CAP,
2450FM07D0034001T,FL1,FIL_2450FM07D0034T,
ESP32-PICO-D4,U1,PQFN50P700X700X104-49N,
SK6812-EC20,LED1,SK6812-EC20,
SX1280IMLTRT,U2,QFN24_4X4_SEM,
74889302450,ANT1 ANT2,ANTENNA-CHIP2,
