Designator,Mid X,Mid Y,Layer,Rotation
C9, 3.80, 3.39,Top,180.0
C10,14.20, 3.39,Top,180.0
U1, 5.30, 7.50,Top,0.0
U2,12.70, 7.50,Top,0.0
C1, 1.70, 4.70,Bottom,180.0
C2, 1.70, 6.20,Bottom,180.0
C3, 1.70, 7.70,Bottom,180.0
C4, 3.90, 8.70,Bottom,270.0
C5,16.40, 7.05,Bottom,180.0
C6,16.40, 5.55,Bottom,180.0
C7,16.40, 4.05,Bottom,180.0
C8,14.42,12.30,Bottom,180.0
IC1, 9.00, 7.90,Bottom,180.0
R1, 2.90,12.40,Bottom,0.0
